rankedId,rankedDate,rankedRank
20206,2011-02-23,no rating
20206,2018-01-25,well placed
20207,2013-06-14,no rating
20207,2016-06-17,well placed
20212,2011-07-08,no rating
20212,2016-05-19,well placed
20213,2020-03-03,well placed
20213,2016-05-19,well placed
20216,2020-03-03,well placed
20216,2016-05-19,well placed
20222,2015-11-20,very well placed
20222,2012-05-23,no rating
20223,2019-09-25,no rating
20223,2016-09-30,well placed
20225,2019-05-10,well placed
20225,2013-06-19,no rating
20225,2017-01-23,needs further development
20226,2016-06-10,very well placed
20226,2013-02-27,no rating
20228,2019-07-11,very well placed
20228,2016-01-25,well placed
20229,2018-06-18,well placed
20229,2014-11-18,well placed
20231,2016-09-01,well placed
20231,2019-12-19,well placed
20233,2014-08-01,well placed
20233,2017-11-27,well placed
20236,2018-04-18,well placed
20236,2014-12-19,well placed
20238,2016-11-07,well placed
20238,2020-05-26,well placed
20242,2013-01-18,no rating
20242,2016-04-28,very well placed
20243,2013-03-25,no rating
20243,2017-11-29,well placed
20245,2017-06-07,very well placed
20245,2014-10-08,well placed
20246,2020-05-20,well placed
20246,2016-08-25,well placed
20247,2013-06-18,no rating
20247,2017-10-12,well placed
20249,2014-06-19,well placed
20249,2018-05-29,well placed
20250,2016-10-25,needs further development
20250,2018-08-28,well placed
20251,2015-07-06,very well placed
20251,2012-09-10,no rating
20253,2017-05-08,well placed
20253,2013-12-20,well placed
20256,2014-08-08,needs further development
20256,2018-08-13,well placed
20259,2018-04-04,well placed
20259,2014-06-24,well placed
20260,2020-03-05,well placed
20260,2016-08-18,well placed
20262,2020-02-13,well placed
20262,2015-05-29,very well placed
20263,2016-09-01,well placed
20263,2013-09-19,well placed
20264,2014-03-10,well placed
20264,2017-12-15,well placed
20265,2016-03-03,well placed
20265,2013-03-25,no rating
20267,2016-01-25,well placed
20267,2019-07-11,very well placed
20268,2015-05-27,needs further development
20268,2017-08-31,well placed
20273,2020-03-03,well placed
20273,2016-05-19,well placed
20274,2015-04-16,needs further development
20274,2017-09-20,well placed
20280,2016-10-13,well placed
20280,2013-06-18,no rating
20286,2014-09-12,well placed
20286,2018-05-28,well placed
20287,2019-04-03,very well placed
20287,2015-05-20,well placed
20289,2014-05-16,well placed
20289,2017-06-26,well placed
20290,2020-03-03,well placed
20290,2016-05-19,well placed
20292,2013-04-17,no rating
20292,2016-06-23,well placed
20293,2016-08-15,very well placed
20293,2013-06-26,well placed
20294,2015-05-22,needs further development
20294,2018-01-31,well placed
20295,2014-06-18,well placed
20295,2018-03-28,well placed
20298,2009-10-23,no rating
20298,2013-03-26,no rating
20300,2014-08-08,well placed
20300,2018-02-19,well placed
20301,2016-03-09,very well placed
20301,2012-12-13,no rating
20304,2015-04-17,well placed
20304,2019-06-21,well placed
20307,2016-12-01,no rating
20307,2020-03-23,no rating
20310,2018-08-07,very well placed
20310,2015-01-26,well placed
20311,2016-07-12,no rating
20311,2020-03-24,no rating
20318,2015-01-14,no rating
20318,2018-04-24,no rating
20319,2019-04-10,no rating
20319,2016-02-16,no rating
20320,2018-03-02,very well placed
20320,2013-06-14,very well placed
20322,2014-09-12,well placed
20322,2017-08-24,well placed
20324,2016-06-22,needs further development
20324,2018-11-30,well placed
20327,2014-06-19,very well placed
20327,2019-03-29,very well placed
20328,2015-03-25,well placed
20328,2019-03-29,well placed
20329,2012-09-03,no rating
20329,2017-02-17,well placed
20332,2015-10-14,well placed
20332,2019-06-21,well placed
20333,2017-09-08,very well placed
20333,2014-04-28,well placed
20334,2014-12-19,very well placed
20334,2011-08-22,no rating
20335,2013-04-29,no rating
20335,2016-06-30,well placed
20336,2015-12-10,well placed
20336,2019-10-23,well placed
20337,2020-04-03,well placed
20337,2016-11-21,well placed
20342,2017-09-28,no rating
20342,2012-12-31,no rating
20345,2014-12-01,no rating
20345,2018-01-23,no rating
20348,2020-03-03,well placed
20348,2016-05-19,no rating
20349,2016-08-16,no rating
20349,2019-11-26,no rating
20361,2016-03-11,needs further development
20361,2019-01-18,well placed
20362,2019-06-06,very well placed
20362,2013-10-11,very well placed
20365,2014-06-19,well placed
20365,2018-05-21,well placed
20366,2020-05-22,well placed
20366,2016-05-25,well placed
20368,2019-09-06,well placed
20368,2015-11-16,well placed
20371,2019-02-07,well placed
20371,2015-03-27,well placed
20374,2018-05-16,well placed
20374,2014-06-24,well placed
20375,2016-04-11,well placed
20375,2013-03-25,no rating
20382,2015-04-10,well placed
20382,2019-02-28,well placed
20442,2014-04-04,very well placed
20442,2019-04-18,well placed
20443,2019-07-05,very well placed
20443,2014-12-19,very well placed
20445,2014-09-12,very well placed
20445,2019-02-28,very well placed
20446,2017-12-12,well placed
20446,2015-01-22,needs further development
20448,2015-04-13,well placed
20448,2018-10-26,well placed
20449,2017-10-04,well placed
20449,2014-04-11,well placed
20450,2014-05-21,well placed
20450,2018-02-22,well placed
20458,2019-03-21,well placed
20458,2015-08-28,well placed
20465,2020-05-07,very well placed
20465,2015-04-10,very well placed
20466,2016-02-12,well placed
20466,2019-08-15,well placed
20468,2017-09-20,well placed
20468,2014-05-21,well placed
20472,2018-05-04,very well placed
20472,2014-06-04,well placed
20477,2019-02-19,well placed
20477,2015-03-25,well placed
20478,2019-06-04,very well placed
20478,2015-07-16,well placed
20481,2015-05-18,no rating
20481,2018-06-19,no rating
20481,2012-10-31,no rating
20482,2020-03-03,no rating
20482,2018-04-24,no rating
20485,2018-02-07,very well placed
20485,2013-08-22,very well placed
20486,2014-05-02,well placed
20486,2019-02-22,very well placed
20487,2011-02-14,no rating
20487,2014-12-22,very well placed
20489,2015-10-15,well placed
20489,2019-04-17,well placed
20491,2019-12-11,well placed
20491,2016-04-20,well placed
20493,2016-08-15,very well placed
20493,2013-05-24,no rating
20494,2016-02-19,very well placed
20494,2012-11-28,no rating
20495,2018-05-01,well placed
20495,2014-06-19,well placed
20496,2013-10-09,well placed
20496,2016-12-09,well placed
20500,2019-04-11,well placed
20500,2015-04-13,well placed
20502,2013-03-25,no rating
20502,2016-02-29,very well placed
20503,2013-06-13,very well placed
20503,2018-05-16,very well placed
20505,2016-09-07,very well placed
20505,2013-06-21,no rating
20508,2016-10-04,well placed
20508,2019-12-19,well placed
20509,2018-12-14,well placed
20509,2014-03-18,very well placed
20511,2014-11-14,well placed
20511,2018-06-22,well placed
20514,2015-06-23,well placed
20514,2019-09-27,well placed
20518,2016-11-18,no rating
20518,2014-03-28,no rating
20519,2017-02-17,well placed
20519,2014-06-26,needs further development
20521,2016-06-16,very well placed
20521,2013-05-20,no rating
20525,2019-05-03,well placed
20525,2014-08-22,very well placed
20527,2014-04-07,well placed
20527,2018-03-28,well placed
20528,2015-06-26,very well placed
20528,2019-11-29,very well placed
20529,2014-06-03,no rating
20529,2018-02-22,well placed
20530,2014-06-24,well placed
20530,2011-03-28,no rating
20530,2017-08-31,well placed
20532,2013-06-06,no rating
20532,2016-08-15,well placed
20533,2019-11-06,well placed
20533,2016-04-11,well placed
20535,2020-05-07,very well placed
20535,2015-04-13,very well placed
20536,2017-12-13,well placed
20536,2014-04-30,well placed
20537,2014-04-04,well placed
20537,2017-06-15,well placed
20538,2015-07-03,well placed
20538,2018-05-31,very well placed
20540,2013-04-17,no rating
20540,2016-08-18,well placed
20541,2014-02-03,very well placed
20541,2018-09-17,very well placed
20544,2015-02-09,well placed
20544,2018-10-19,well placed
20545,2015-09-11,well placed
20545,2019-02-27,well placed
20546,2013-09-06,well placed
20546,2016-10-11,well placed
20547,2019-11-12,no rating
20547,2016-04-28,well placed
20549,2018-06-12,very well placed
20549,2011-10-12,no rating
20549,2014-12-15,well placed
20550,2018-01-17,well placed
20550,2014-09-22,well placed
20553,2016-06-16,very well placed
20553,2013-04-30,no rating
20555,2015-01-23,well placed
20555,2018-06-29,well placed
20557,2015-04-10,well placed
20557,2019-04-18,well placed
20560,2016-12-19,very well placed
20560,2013-10-21,well placed
20562,2013-06-18,no rating
20562,2016-06-23,very well placed
20563,2014-06-03,very well placed
20563,2019-04-18,very well placed
20564,2016-05-16,well placed
20564,2020-03-20,well placed
20565,2013-04-18,no rating
20565,2016-09-28,well placed
20566,2016-06-08,well placed
20566,2020-05-27,well placed
20567,2015-04-10,very well placed
20567,2012-03-26,no rating
20572,2016-03-21,well placed
20572,2020-02-27,well placed
20574,2016-07-13,well placed
20574,2013-05-31,no rating
20575,2015-08-21,well placed
20575,2019-09-25,well placed
20577,2014-03-07,well placed
20577,2018-01-17,well placed
20578,2016-07-01,no rating
20578,2013-10-14,no rating
20579,2017-04-04,no rating
20579,2014-05-05,no rating
20581,2015-09-14,well placed
20581,2019-05-30,well placed
20582,2017-09-07,well placed
20582,2014-05-30,well placed
20583,2018-05-14,no rating
20583,2015-01-27,no rating
20584,2020-05-08,well placed
20584,2016-06-27,well placed
20585,2020-05-28,well placed
20585,2016-06-29,well placed
20586,2016-06-17,well placed
20586,2020-02-26,no rating
20589,2016-11-21,well placed
20589,2013-09-27,well placed
20590,2011-06-01,no rating
20590,2015-05-27,well placed
22002,2013-10-07,well placed
22002,2017-11-10,well placed
22003,2019-08-26,well placed
22003,2015-10-30,well placed
22004,2013-10-07,well placed
22004,2017-11-16,well placed
22006,2019-03-07,well placed
22006,2015-06-15,well placed
22008,2019-08-22,well placed
22008,2015-10-30,well placed
22009,2015-04-30,well placed
22009,2019-01-31,well placed
22010,2017-11-16,well placed
22010,2013-06-27,well placed
22011,2012-10-11,no rating
22011,2015-10-30,very well placed
22013,2019-08-20,well placed
22013,2015-10-30,well placed
22014,2012-10-29,no rating
22014,2015-10-30,very well placed
22015,2015-04-30,well placed
22015,2019-01-31,well placed
22016,2020-02-19,well placed
22016,2015-05-25,very well placed
22019,2019-01-17,very well placed
22019,2015-05-25,well placed
22020,2020-06-03,very well placed
22020,2015-05-25,very well placed
22022,2012-10-05,no rating
22022,2017-08-17,very well placed
22023,2012-08-01,no rating
22023,2017-08-17,well placed
22024,2019-01-17,well placed
22024,2015-05-25,well placed
22025,2020-01-17,very well placed
22025,2015-05-25,very well placed
22026,2020-06-03,very well placed
22026,2015-05-25,very well placed
22027,2020-06-03,well placed
22027,2015-05-25,very well placed
22028,2017-08-17,very well placed
22028,2013-06-20,very well placed
22029,2019-01-17,well placed
22029,2015-05-25,well placed
22032,2020-03-25,very well placed
22032,2015-05-25,very well placed
22033,2017-08-17,very well placed
22033,2013-08-20,very well placed
22035,2014-03-07,well placed
22035,2017-11-17,well placed
22038,2014-03-07,very well placed
22038,2019-05-22,very well placed
22039,2017-06-30,well placed
22039,2013-10-31,well placed
22041,2014-03-07,very well placed
22041,2019-03-21,well placed
22042,2018-06-08,very well placed
22042,2013-11-15,very well placed
22043,2018-06-08,very well placed
22043,2013-11-15,very well placed
22044,2018-06-08,well placed
22044,2013-11-15,well placed
22045,2014-03-07,very well placed
22045,2019-02-28,very well placed
22047,2013-11-15,well placed
22047,2017-11-17,well placed
22048,2014-03-07,well placed
22048,2017-06-30,well placed
22050,2013-11-15,well placed
22050,2017-06-30,well placed
22051,2017-11-17,well placed
22051,2013-10-31,well placed
22052,2014-03-07,very well placed
22052,2019-02-19,well placed
22053,2014-03-07,well placed
22053,2017-11-16,well placed
22054,2014-03-07,well placed
22054,2017-11-16,well placed
22055,2013-02-15,well placed
22055,2017-11-24,very well placed
22056,2013-11-15,well placed
22056,2017-06-30,well placed
22057,2013-11-15,well placed
22057,2017-06-30,well placed
22058,2018-06-08,very well placed
22058,2013-11-25,very well placed
22059,2014-03-10,well placed
22059,2017-12-21,well placed
22060,2017-11-16,well placed
22060,2014-03-18,well placed
22061,2020-06-03,well placed
22061,2016-01-22,well placed
25000,2016-06-27,needs further development
25000,2018-10-18,well placed
25002,2014-03-05,no rating
25002,2017-11-29,well placed
25003,2016-03-04,well placed
25003,2018-11-09,well placed
25004,2015-08-07,well placed
25004,2019-05-30,needs further development
25005,2019-12-06,no rating
25005,2016-06-24,needs further development
25006,2019-02-22,well placed
25006,2014-06-26,well placed
25007,2018-05-09,well placed
25007,2014-12-15,well placed
25009,2018-11-15,well placed
25009,2015-01-21,well placed
25012,2019-05-24,well placed
25012,2015-05-25,well placed
25013,2016-12-07,well placed
25015,2016-09-09,well placed
25015,2013-06-28,well placed
25017,2020-04-06,well placed
25017,2016-08-25,well placed
25019,2018-06-07,well placed
25019,2014-06-24,well placed
25026,2018-06-07,well placed
25026,2014-12-15,well placed
25029,2013-03-08,no rating
25029,2016-06-29,well placed
25030,2016-11-11,well placed
25030,2013-06-24,well placed
25031,2016-07-04,no rating
25031,2018-07-31,no rating
25032,2015-06-11,well placed
25032,2018-12-21,well placed
25034,2014-04-04,well placed
25034,2017-10-06,well placed
25035,2020-03-03,well placed
25035,2016-01-18,well placed
25036,2016-03-31,well placed
25036,2019-12-17,no rating
25041,2015-04-13,very well placed
25041,2012-05-18,no rating
25044,2015-03-06,very well placed
25044,2019-06-13,well placed
25045,2018-06-22,well placed
25045,2014-09-29,well placed
25046,2013-12-20,very well placed
25046,2018-05-28,well placed
25049,2016-10-04,well placed
25049,2013-09-17,well placed
25050,2017-10-12,needs further development
25050,2014-01-15,well placed
25052,2017-12-01,well placed
25052,2014-09-04,well placed
25054,2018-05-04,well placed
25054,2014-10-17,well placed
25055,2016-06-08,well placed
25055,2013-05-24,no rating
25057,2017-08-18,well placed
25057,2013-10-18,well placed
25059,2018-11-16,well placed
25059,2016-01-18,needs further development
25060,2019-05-01,no rating
25060,2017-06-07,not well placed
25061,2017-06-14,needs further development
25061,2019-09-27,well placed
25062,2012-11-16,no rating
25062,2016-05-17,well placed
25064,2015-02-11,well placed
25064,2018-06-28,well placed
25066,2017-11-10,no rating
25066,2014-11-13,no rating
25067,2016-09-26,well placed
25067,2014-08-28,needs further development
25068,2016-10-13,well placed
25068,2013-10-18,well placed
25069,2016-07-12,no rating
25069,2020-03-23,no rating
25071,2018-08-03,no rating
25071,2015-08-31,no rating
25072,2016-12-16,very well placed
25072,2013-10-27,well placed
25077,2019-03-21,well placed
25077,2015-06-26,well placed
25078,2017-06-08,well placed
25078,2014-05-16,well placed
25079,2018-08-22,well placed
25079,2014-12-22,well placed
25080,2017-10-06,well placed
25080,2014-03-18,well placed
25081,2019-03-08,very well placed
25081,2015-03-11,well placed
25082,2015-02-09,very well placed
25082,2020-01-24,needs further development
25083,2012-11-05,no rating
25083,2016-02-17,well placed
25086,2019-06-14,no rating
25086,2016-02-15,no rating
25088,2020-01-24,well placed
25088,2016-04-28,well placed
25089,2018-04-06,well placed
25089,2014-03-27,well placed
25090,2019-11-29,no rating
25090,2016-12-22,well placed
25091,2015-03-23,well placed
25091,2019-01-31,well placed
25093,2020-03-03,well placed
25093,2016-05-19,well placed
25095,2019-06-14,well placed
25095,2015-10-30,well placed
25097,2017-10-04,well placed
25097,2014-06-11,well placed
25099,2016-08-25,well placed
25099,2013-06-26,well placed
25104,2019-10-01,no rating
25104,2017-05-03,not well placed
25105,2020-05-15,well placed
25105,2016-02-22,well placed
25106,2014-03-21,no rating
25106,2018-06-21,well placed
25107,2019-03-19,well placed
25107,2014-11-21,well placed
25109,2019-08-06,no rating
25109,2016-06-23,no rating
25110,2020-04-03,needs further development
25110,2016-06-29,well placed
25111,2015-02-11,well placed
25111,2019-01-17,well placed
25113,2018-10-04,no rating
25113,2015-08-31,no rating
25118,2018-04-03,no rating
25118,2015-03-11,no rating
25124,2015-02-11,well placed
25124,2018-10-18,well placed
25125,2015-05-08,well placed
25125,2019-05-10,well placed
25126,2014-01-24,well placed
25126,2017-06-26,well placed
25131,2014-09-12,well placed
25131,2018-10-18,well placed
25132,2016-04-05,no rating
25132,2019-05-06,no rating
25133,2018-07-10,no rating
25133,2015-06-24,no rating
25136,2017-12-12,no rating
25136,2014-11-13,no rating
25138,2012-06-13,no rating
25138,2016-02-16,no rating
25139,2019-05-08,no rating
25139,2016-03-31,no rating
25142,2019-04-04,no rating
25142,2016-02-18,no rating
25143,2015-08-14,no rating
25143,2012-10-31,no rating
25144,2018-03-02,well placed
25144,2014-06-03,well placed
25148,2015-06-19,very well placed
25148,2019-08-21,very well placed
25149,2014-08-18,well placed
25149,2018-05-21,well placed
25150,2013-04-17,no rating
25150,2017-08-31,very well placed
25153,2017-10-19,no rating
25153,2014-11-21,no rating
25155,2017-05-16,no rating
25155,2016-02-26,no rating
25157,2016-07-04,no rating
25157,2019-08-19,no rating
25161,2018-11-16,no rating
25161,2015-06-30,no rating
25163,2018-08-03,no rating
25163,2015-08-24,no rating
25166,2019-09-27,well placed
25166,2015-06-19,well placed
25171,2013-02-18,no rating
25171,2016-05-18,well placed
25172,2016-07-04,no rating
25172,2013-08-23,no rating
25174,2015-10-02,well placed
25174,2019-05-10,well placed
25177,2019-11-29,no rating
25177,2015-08-31,no rating
25178,2017-12-07,well placed
25178,2014-06-20,well placed
25181,2016-10-11,well placed
25181,2013-06-24,well placed
25184,2013-12-02,well placed
25184,2016-12-22,well placed
25185,2014-03-05,well placed
25185,2017-10-25,well placed
25187,2016-06-22,well placed
25187,2019-11-29,well placed
25189,2019-05-03,well placed
25189,2015-07-16,well placed
25193,2017-12-05,well placed
25193,2014-06-30,well placed
25194,2017-02-13,well placed
25194,2013-10-21,well placed
25195,2017-05-22,well placed
25195,2015-01-23,needs further development
25200,2013-12-09,well placed
25200,2017-06-30,well placed
25201,2015-07-06,well placed
25201,2018-10-09,well placed
25202,2018-10-09,well placed
25202,2015-07-16,well placed
25203,2014-04-30,well placed
25203,2017-06-30,well placed
25204,2014-04-04,well placed
25204,2017-08-15,well placed
25205,2017-03-14,well placed
25207,2014-04-04,well placed
25207,2017-06-30,well placed
25208,2013-12-09,well placed
25208,2017-06-26,well placed
25209,2017-03-14,well placed
25209,2013-01-25,no rating
25210,2014-04-30,well placed
25210,2017-06-30,well placed
25211,2018-10-09,well placed
25211,2015-04-10,well placed
25212,2013-12-09,well placed
25212,2017-06-30,well placed
25215,2013-12-09,well placed
25215,2017-06-23,well placed
25216,2013-12-09,well placed
25216,2017-06-23,well placed
25218,2013-12-09,well placed
25218,2017-06-30,well placed
25220,2013-07-17,very well placed
25220,2017-08-17,well placed
25223,2014-12-03,well placed
25223,2018-08-29,well placed
25224,2014-03-18,very well placed
25224,2018-08-29,well placed
25226,2015-02-11,well placed
25226,2018-08-29,well placed
25227,2014-03-18,well placed
25227,2017-10-27,well placed
25228,2017-12-01,well placed
25228,2014-03-07,well placed
25233,2020-06-03,well placed
25233,2016-01-22,well placed
25234,2015-02-11,well placed
25234,2018-08-29,well placed
25236,2016-01-22,well placed
25236,2020-06-03,needs further development
25237,2015-02-11,well placed
25237,2018-08-29,well placed
25238,2015-02-11,well placed
25238,2018-08-29,very well placed
25239,2016-11-11,well placed
25239,2013-05-16,no rating
25240,2016-06-01,very well placed
25240,2012-11-14,no rating
25242,2017-10-02,no rating
25242,2014-08-19,no rating
25245,2019-09-30,no rating
25245,2016-05-31,no rating
25248,2017-11-02,well placed
25248,2014-03-27,no rating
25253,2019-09-25,very well placed
25253,2016-03-31,well placed
25257,2018-05-01,well placed
25257,2015-06-17,well placed
25258,2019-09-19,no rating
25258,2017-08-31,needs further development
25261,2017-01-12,no rating
25261,2016-02-15,no rating
25265,2019-02-22,well placed
25265,2014-04-30,well placed
25269,2013-06-14,no rating
25269,2016-06-24,well placed
25271,2018-01-10,very well placed
25273,2018-04-03,no rating
25273,2016-05-17,no rating
25275,2013-10-25,well placed
25275,2017-06-28,well placed
25277,2018-11-09,well placed
25277,2015-03-13,well placed
25278,2019-09-25,well placed
25278,2015-06-05,well placed
25280,2017-10-12,well placed
25280,2015-04-22,needs further development
25281,2014-09-08,well placed
25281,2018-12-20,well placed
25282,2017-04-06,well placed
25282,2013-11-20,well placed
25283,2018-08-14,well placed
25283,2015-10-14,not well placed
25284,2013-12-09,well placed
25284,2017-08-15,well placed
25286,2019-06-14,well placed
25286,2014-09-17,well placed
25288,2016-05-05,very well placed
25288,2012-03-28,no rating
25291,2019-10-01,no rating
25291,2015-04-10,well placed
25292,2014-04-18,well placed
25292,2017-08-24,well placed
25293,2014-05-09,well placed
25293,2018-03-28,well placed
25298,2016-06-28,well placed
25298,2020-05-08,well placed
25299,2017-01-12,no rating
25299,2019-03-19,no rating
25300,2015-03-12,well placed
25300,2019-01-17,well placed
25301,2017-09-08,needs further development
25301,2014-02-11,well placed
25302,2013-11-13,well placed
25302,2017-06-30,well placed
25304,2019-07-10,well placed
25304,2015-10-17,well placed
25307,2020-03-13,well placed
25307,2016-08-25,well placed
25310,2016-02-03,no rating
25310,2019-03-25,no rating
25312,2019-11-04,well placed
25312,2015-11-06,well placed
25321,2017-10-02,no rating
25321,2014-08-26,no rating
25322,2014-09-08,well placed
25322,2017-11-24,well placed
25324,2019-01-18,very well placed
25324,2014-11-22,very well placed
25327,2016-01-20,very well placed
25327,2012-10-29,no rating
25328,2018-06-13,very well placed
25328,2015-03-31,well placed
25329,2016-03-21,well placed
25329,2020-01-24,well placed
25331,2018-02-16,well placed
25331,2014-10-17,well placed
25333,2019-12-19,well placed
25333,2016-02-24,well placed
25334,2016-04-13,well placed
25334,2020-01-24,well placed
25335,2016-10-12,very well placed
25335,2013-01-31,no rating
25336,2020-05-08,well placed
25336,2016-04-15,well placed
25337,2020-05-08,well placed
25337,2016-04-15,well placed
25338,2013-06-14,no rating
25338,2016-06-24,well placed
25340,2015-03-06,very well placed
25340,2019-10-07,well placed
25341,2017-11-13,no rating
25341,2014-11-20,well placed
25343,2017-03-08,well placed
25343,2015-03-16,needs further development
25345,2019-09-19,well placed
25345,2015-06-19,well placed
25347,2015-10-09,very well placed
25347,2012-06-15,no rating
25349,2016-04-08,well placed
25349,2020-03-13,well placed
25350,2019-12-11,well placed
25350,2016-06-21,well placed
25351,2015-06-03,well placed
25351,2019-03-29,very well placed
25353,2020-02-19,not well placed
25353,2016-06-21,well placed
25354,2019-03-07,well placed
25354,2015-06-10,well placed
25355,2019-05-10,well placed
25355,2015-05-22,well placed
25356,2019-08-02,well placed
25356,2015-11-05,well placed
25357,2013-08-09,well placed
25357,2017-01-23,well placed
25358,2018-06-14,well placed
25358,2015-03-16,well placed
25360,2015-04-02,well placed
25360,2018-11-02,well placed
25361,2014-09-12,well placed
25361,2018-05-22,well placed
25364,2016-04-11,well placed
25364,2013-01-23,no rating
25366,2014-11-22,very well placed
25366,2019-01-31,well placed
25367,2013-08-13,well placed
25367,2016-12-22,well placed
25370,2016-03-04,well placed
25370,2019-11-08,well placed
25371,2018-07-30,well placed
25371,2016-05-19,needs further development
25374,2012-12-19,no rating
25374,2016-02-29,very well placed
25377,2018-04-12,very well placed
25377,2014-09-18,well placed
25379,2012-03-01,no rating
25379,2016-12-05,well placed
25381,2015-01-30,well placed
25381,2018-08-13,well placed
25384,2018-10-26,needs further development
25384,2015-01-16,well placed
25385,2013-12-06,no rating
25385,2017-02-22,well placed
25387,2016-04-08,well placed
25387,2013-02-13,no rating
25390,2015-02-13,well placed
25390,2018-06-20,well placed
25391,2019-10-09,well placed
25391,2016-02-24,well placed
25393,2020-05-20,well placed
25393,2016-06-08,well placed
25394,2019-12-19,well placed
25394,2015-03-11,very well placed
25395,2014-12-15,needs further development
25395,2017-05-22,well placed
25396,2015-03-13,needs further development
25396,2017-05-23,well placed
25397,2018-11-08,well placed
25397,2015-06-26,well placed
25399,2019-05-02,well placed
25399,2015-03-25,well placed
25401,2018-02-13,well placed
25401,2014-12-15,well placed
25402,2016-06-10,well placed
25402,2019-10-21,well placed
25405,2019-12-19,well placed
25405,2015-01-25,very well placed
25406,2016-09-21,well placed
25406,2013-05-31,no rating
25408,2014-12-05,well placed
25408,2018-08-22,well placed
25410,2019-04-11,well placed
25410,2017-04-26,needs further development
25413,2014-12-15,well placed
25413,2018-01-18,well placed
25417,2016-10-04,well placed
25417,2013-06-18,no rating
25418,2012-12-19,no rating
25418,2016-09-21,well placed
25421,2016-06-23,very well placed
25421,2013-05-29,no rating
25423,2019-12-19,well placed
25423,2015-02-11,very well placed
25425,2014-11-06,well placed
25425,2018-05-07,well placed
25427,2019-03-07,well placed
25427,2015-03-30,well placed
25428,2014-11-07,well placed
25428,2017-08-31,well placed
25430,2014-12-10,no rating
25430,2018-01-24,well placed
25433,2013-11-04,well placed
25433,2017-01-12,well placed
25434,2013-01-21,no rating
25434,2017-02-22,very well placed
25435,2013-08-02,well placed
25435,2016-09-19,well placed
25436,2016-06-22,well placed
25436,2019-12-19,well placed
25437,2013-05-24,no rating
25437,2016-06-29,well placed
25438,2018-03-01,well placed
25438,2014-10-06,well placed
25442,2015-08-12,well placed
25442,2019-04-18,well placed
25443,2018-11-22,well placed
25443,2015-03-25,well placed
25448,2019-04-18,well placed
25448,2015-08-12,well placed
30000,2017-02-20,well placed
30000,2015-09-02,needs further development
30002,2017-05-11,well placed
30002,2013-09-16,well placed
30004,2017-05-11,well placed
30004,2013-09-16,well placed
30007,2017-05-11,well placed
30007,2013-09-16,well placed
30008,2019-07-08,well placed
30008,2016-02-15,well placed
30010,2013-09-16,well placed
30010,2017-06-26,well placed
30013,2016-08-05,needs further development
30013,2018-06-28,well placed
30016,2017-09-04,not well placed
30016,2015-04-15,needs further development
30017,2015-06-26,no rating
30017,2018-06-26,no rating
30020,2019-05-03,well placed
30020,2016-01-14,well placed
30021,2016-09-16,very well placed
30021,2013-05-29,no rating
30024,2018-06-18,needs further development
30024,2015-06-23,well placed
30027,2019-06-18,well placed
30027,2016-05-31,well placed
30028,2015-12-22,well placed
30028,2018-10-26,well placed
30031,2014-12-08,no rating
30031,2012-02-15,no rating
30032,2020-03-03,no rating
30032,2015-06-09,no rating
30032,2018-06-28,no rating
30033,2013-07-09,no rating
30033,2016-06-24,very well placed
30035,2016-10-11,well placed
30035,2013-05-31,no rating
30037,2015-02-05,very well placed
30037,2019-06-07,well placed
30039,2017-06-13,well placed
30039,2011-12-12,no rating
30042,2013-10-22,no rating
30045,2015-09-16,well placed
30045,2019-08-27,not well placed
30047,2014-01-21,well placed
30047,2017-03-29,very well placed
30048,2014-12-17,well placed
30048,2018-03-20,very well placed
30055,2014-08-25,well placed
30055,2017-10-25,well placed
30056,2016-10-12,well placed
30056,2013-10-29,well placed
30061,2015-06-02,well placed
30061,2009-02-03,no rating
30063,2013-03-26,no rating
30063,2016-03-30,very well placed
30064,2018-03-16,well placed
30064,2014-12-17,well placed
30065,2015-04-13,no rating
30065,2018-06-19,no rating
30070,2013-07-04,well placed
30070,2017-02-21,well placed
30071,2018-02-21,well placed
30071,2014-08-28,well placed
30073,2015-06-08,needs further development
30073,2017-12-13,well placed
30077,2015-08-07,well placed
30077,2019-04-11,well placed
30079,2014-10-07,well placed
30079,2017-12-08,needs further development
30081,2019-12-12,well placed
30081,2006-05-19,no rating
30082,2015-06-04,well placed
30082,2018-10-26,well placed
30083,2014-06-20,well placed
30083,2017-10-27,well placed
30084,2015-06-11,needs further development
30084,2018-01-19,well placed
30085,2016-02-09,no rating
30085,2019-10-17,no rating
30086,2018-06-11,well placed
30086,2015-02-18,well placed
30088,2014-02-04,well placed
30088,2017-06-06,well placed
30090,2013-10-22,no rating
30091,2017-06-13,well placed
30091,2014-06-20,well placed
30092,2015-07-02,well placed
30092,2018-06-29,needs further development
30094,2014-06-17,well placed
30096,2018-01-18,well placed
30096,2014-11-18,well placed
30097,2014-09-18,well placed
30097,2017-06-30,well placed
30100,2019-09-09,well placed
30100,2016-05-24,well placed
30102,2018-09-06,needs further development
30102,2015-08-13,well placed
30108,2018-11-19,well placed
30108,2015-06-30,well placed
30112,2019-10-16,well placed
30112,2016-03-24,well placed
30113,2018-07-11,well placed
30114,2016-01-12,well placed
30114,2019-06-17,well placed
30116,2019-04-12,well placed
30116,2015-03-27,very well placed
30118,2015-03-13,well placed
30118,2019-04-18,not well placed
